"","Student ID","Cohort Term","Term Code","Enrolled Student Count","Major 1","Major 2","Major 3"
"960",8191401,"202210","202210",1,"BA Major",NA,NA
"961",8191401,"202210","202220",1,"BA Major",NA,NA
"962",8191401,"202210","202310",1,"BA Major",NA,NA
"963",8191401,"202210","202320",1,"Finance",NA,NA
"964",8191401,"202210","202410",1,"Finance",NA,NA
"965",8191431,"202210","202210",1,"BA Major",NA,NA
"966",8191431,"202210","202220",1,"BA Major",NA,NA
"967",8191431,"202210","202310",1,"BA Major",NA,NA
"968",8191431,"202210","202320",1,"Marketing",NA,NA
"969",8191431,"202210","202410",1,"Marketing",NA,NA
"970",8191448,"202210","202210",1,"Marketing",NA,NA
"971",8191448,"202210","202220",1,"Marketing",NA,NA
"972",8191448,"202210","202310",1,"Marketing",NA,NA
"973",8191448,"202210","202320",1,"BA Major","Marketing",NA
"974",8191448,"202210","202410",1,"BA Major","Marketing",NA
"975",8191595,"202210","202210",1,"BA Major",NA,NA
"976",8191595,"202210","202220",1,"BA Major",NA,NA
"977",8191595,"202210","202310",1,"Finance",NA,NA
"978",8191595,"202210","202320",1,"Finance",NA,NA
"979",8191595,"202210","202410",1,"Finance",NA,NA
"980",8191633,"202210","202210",1,"Undeclared - Business",NA,NA
"981",8191633,"202210","202220",1,"Finance",NA,NA
"982",8191633,"202210","202310",1,"Finance",NA,NA
"983",8191633,"202210","202320",1,"Accountancy","BA Major",NA
"984",8191633,"202210","202410",1,"Accountancy","BA Major",NA
"985",8191653,"202210","202210",1,"BA Major",NA,NA
"986",8191653,"202210","202220",1,"BA Major",NA,NA
"987",8191653,"202210","202310",1,"BA Major",NA,NA
"988",8191653,"202210","202320",1,"BA Major",NA,NA
"989",8191653,"202210","202410",1,"BA Major",NA,NA
"990",8191700,"202210","202210",1,"Undeclared - Business",NA,NA
"991",8191700,"202210","202220",1,"Undeclared - Business",NA,NA
"992",8191700,"202210","202310",1,"BA Major","Finance",NA
"993",8191700,"202210","202320",1,"BA Major","Finance",NA
"994",8191700,"202210","202410",1,"BA Major","Finance",NA
"995",8191862,"202210","202210",1,"BA Major",NA,NA
"996",8191862,"202210","202220",1,"BA Major",NA,NA
"997",8191862,"202210","202310",1,"BA Major",NA,NA
"998",8191862,"202210","202320",1,"BA Major",NA,NA
"999",8191862,"202210","202410",1,"BA Major",NA,NA
"1000",8191938,"202210","202210",1,"BA Major",NA,NA
"1001",8191938,"202210","202220",1,"Supply Chain & Operations Mgmt",NA,NA
"1002",8191938,"202210","202310",1,"Supply Chain & Operations Mgmt",NA,NA
"1003",8191938,"202210","202320",1,"Supply Chain & Operations Mgmt",NA,NA
"1004",8191938,"202210","202410",1,"Supply Chain & Operations Mgmt",NA,NA
"1005",8191948,"202210","202210",1,"Finance",NA,NA
"1006",8191948,"202210","202220",1,"Finance",NA,NA
"1007",8191948,"202210","202310",1,"Finance","Real Estate",NA
"1008",8191948,"202210","202320",1,"Finance","Real Estate",NA
"1009",8191948,"202210","202410",1,"Finance","Real Estate",NA
"1010",8192126,"202210","202210",1,"Finance",NA,NA
"1011",8192126,"202210","202220",1,"Finance",NA,NA
"1012",8192126,"202210","202310",1,"Finance",NA,NA
"1013",8192126,"202210","202320",1,"Finance",NA,NA
"1014",8192126,"202210","202410",1,"CAS",NA,NA
"1015",8192388,"202210","202210",1,"BA Major","CAS",NA
"1016",8192388,"202210","202220",1,"BA Major","CAS",NA
"1017",8192388,"202210","202310",1,"BA Major","CAS",NA
"1018",8192388,"202210","202320",1,"BA Major","CAS",NA
"1019",8192388,"202210","202410",1,"BA Major",NA,NA
"1020",8192462,"202210","202210",1,"Undeclared - Business",NA,NA
"1021",8192462,"202210","202220",1,"Undeclared - Business",NA,NA
"1022",8192462,"202210","202310",1,"Finance",NA,NA
"1023",8192462,"202210","202320",1,"BA Major","Finance",NA
"1024",8192462,"202210","202410",1,"BA Major","Finance",NA
"1025",8192597,"202210","202210",1,"BA Major",NA,NA
"1026",8192597,"202210","202220",1,"Finance",NA,NA
"1027",8192597,"202210","202310",1,"Finance",NA,NA
"1028",8192597,"202210","202320",1,"Finance",NA,NA
"1029",8192597,"202210","202410",1,"Finance",NA,NA
"1030",8192653,"202210","202210",1,"BA Major",NA,NA
"1031",8192653,"202210","202220",1,"BA Major",NA,NA
"1032",8192653,"202210","202310",1,"BA Major",NA,NA
"1033",8192653,"202210","202320",1,"BA Major",NA,NA
"1034",8192653,"202210","202410",1,"BA Major",NA,NA
"1035",8192696,"202210","202210",1,"BA Major",NA,NA
"1036",8192696,"202210","202220",1,"BA Major",NA,NA
"1037",8192696,"202210","202310",1,"Supply Chain & Operations Mgmt",NA,NA
"1038",8192696,"202210","202320",1,"Supply Chain & Operations Mgmt",NA,NA
"1039",8192696,"202210","202410",1,"Supply Chain & Operations Mgmt",NA,NA
"1040",8192894,"202210","202210",1,"BA Major",NA,NA
"1041",8192894,"202210","202220",1,"BA Major",NA,NA
"1042",8192894,"202210","202310",1,"BA Major",NA,NA
"1043",8192894,"202210","202320",1,"BA Major",NA,NA
"1044",8192894,"202210","202410",1,"BA Major",NA,NA
"1045",8192960,"202210","202210",1,"BA Major",NA,NA
"1046",8192960,"202210","202220",1,"BA Major",NA,NA
"1047",8192960,"202210","202310",1,"BA Major",NA,NA
"1048",8192960,"202210","202320",1,"BA Major",NA,NA
"1049",8192960,"202210","202410",1,"BA Major",NA,NA
"1050",8192966,"202210","202210",1,"Accountancy",NA,NA
"1051",8192966,"202210","202220",1,"Accountancy",NA,NA
"1052",8192966,"202210","202310",1,"Accountancy",NA,NA
"1053",8192966,"202210","202320",1,"Accountancy","BA Major",NA
"1054",8192966,"202210","202410",1,"Accountancy","BA Major",NA
"1055",8193010,"202210","202210",1,"CAS",NA,NA
"1056",8193010,"202210","202220",1,"CAS",NA,NA
"1057",8193010,"202210","202310",1,"EHS",NA,NA
"1058",8193010,"202210","202320",1,"Undeclared - Business",NA,NA
"1059",8193010,"202210","202410",1,"BA Major",NA,NA
"1060",8193320,"202210","202210",1,"Business Economics",NA,NA
"1061",8193320,"202210","202220",1,"Business Economics",NA,NA
"1062",8193320,"202210","202310",1,"BA Major",NA,NA
"1063",8193320,"202210","202320",1,"BA Major",NA,NA
"1064",8193320,"202210","202410",1,"BA Major",NA,NA
"1065",8193405,"202210","202210",1,"CAS",NA,NA
"1066",8193405,"202210","202220",1,"CAS",NA,NA
"1067",8193405,"202210","202310",1,"BA Major",NA,NA
"1068",8193405,"202210","202320",1,"BA Major",NA,NA
"1069",8193405,"202210","202410",1,"BA Major",NA,NA
"1070",8193409,"202210","202210",1,"Finance",NA,NA
"1071",8193409,"202210","202220",1,"Finance",NA,NA
"1072",8193409,"202210","202310",1,"BA Major",NA,NA
"1073",8193409,"202210","202320",1,"BA Major",NA,NA
"1074",8193409,"202210","202410",1,"BA Major",NA,NA
"1075",8193507,"202210","202210",1,"BA Major",NA,NA
"1076",8193507,"202210","202220",1,"BA Major",NA,NA
"1077",8193507,"202210","202310",1,"BA Major",NA,NA
"1078",8193507,"202210","202320",1,"BA Major",NA,NA
"1079",8193507,"202210","202410",1,"BA Major",NA,NA
"1080",8193533,"202210","202210",1,"BA Major",NA,NA
"1081",8193533,"202210","202220",1,"BA Major",NA,NA
"1082",8193533,"202210","202310",1,"BA Major",NA,NA
"1083",8193533,"202210","202320",1,"BA Major",NA,NA
"1084",8193533,"202210","202410",1,"BA Major",NA,NA
"1085",8193800,"202210","202210",1,"CAS",NA,NA
"1086",8193800,"202210","202220",1,"CAS",NA,NA
"1087",8193985,"202210","202210",1,"Undeclared - Business",NA,NA
"1088",8193985,"202210","202220",1,"Undeclared - Business",NA,NA
"1089",8193985,"202210","202310",1,"BA Major",NA,NA
"1090",8193985,"202210","202320",1,"Finance",NA,NA
"1091",8193985,"202210","202410",1,"Finance",NA,NA
"1092",8194047,"202210","202210",1,"BA Major",NA,NA
"1093",8194047,"202210","202220",1,"Marketing",NA,NA
"1094",8194129,"202210","202210",1,"Undeclared - Business",NA,NA
"1095",8194129,"202210","202220",1,"Undeclared - Business",NA,NA
"1096",8194129,"202210","202310",1,"Undeclared - Business",NA,NA
"1097",8194129,"202210","202320",1,"BA Major",NA,NA
"1098",8194129,"202210","202410",1,"BA Major",NA,NA
"1099",8194253,"202210","202210",1,"BA Major",NA,NA
"1100",8194253,"202210","202220",1,"BA Major","Information&Cybersec Mgt",NA
"1101",8194253,"202210","202310",1,"BA Major","Information&Cybersec Mgt",NA
"1102",8194253,"202210","202320",1,"BA Major","Information&Cybersec Mgt",NA
"1103",8194253,"202210","202410",1,"BA Major","Information&Cybersec Mgt",NA
"1104",8194344,"202210","202210",1,"Undeclared - Business",NA,NA
"1105",8194344,"202210","202220",1,"Undeclared - Business",NA,NA
"1106",8194344,"202210","202310",1,"Undeclared - Business",NA,NA
"1107",8194344,"202210","202320",1,"Marketing",NA,NA
"1108",8194344,"202210","202410",1,"Marketing",NA,NA
"1109",8194395,"202210","202210",1,"CAS",NA,NA
"1110",8194395,"202210","202220",1,"CAS",NA,NA
"1111",8194395,"202210","202310",1,"BA Major",NA,NA
"1112",8194395,"202210","202320",1,"BA Major",NA,NA
"1113",8194395,"202210","202410",1,"Finance",NA,NA
"1114",8194432,"202210","202210",1,"BA Major",NA,NA
"1115",8194432,"202210","202220",1,"BA Major",NA,NA
"1116",8194432,"202210","202310",1,"BA Major",NA,NA
"1117",8194432,"202210","202320",1,"BA Major",NA,NA
"1118",8194432,"202210","202410",1,"BA Major",NA,NA
"1119",8194551,"202210","202210",1,"Marketing",NA,NA
"1120",8194551,"202210","202220",1,"Marketing",NA,NA
"1121",8194551,"202210","202310",1,"Accountancy",NA,NA
"1122",8194551,"202210","202320",1,"Marketing",NA,NA
"1123",8194551,"202210","202410",1,"Marketing",NA,NA
"1124",8194600,"202210","202210",1,"Finance",NA,NA
"1125",8194600,"202210","202220",1,"Finance",NA,NA
"1126",8194600,"202210","202310",1,"Finance",NA,NA
"1127",8194600,"202210","202320",1,"Finance",NA,NA
"1128",8194600,"202210","202410",1,"Finance",NA,NA
"1129",8194665,"202210","202210",1,"BA Major",NA,NA
"1130",8194665,"202210","202220",1,"Marketing",NA,NA
"1131",8194665,"202210","202310",1,"Marketing",NA,NA
"1132",8194665,"202210","202320",1,"Finance",NA,NA
"1133",8194665,"202210","202410",1,"Finance",NA,NA
"1134",8194805,"202210","202210",1,"Undeclared - Business",NA,NA
"1135",8194805,"202210","202220",1,"Undeclared - Business",NA,NA
"1136",8194805,"202210","202310",1,"Marketing",NA,NA
"1137",8194805,"202210","202320",1,"BA Major","Marketing",NA
"1138",8194805,"202210","202410",1,"BA Major","Marketing",NA
"1139",8195074,"202210","202210",1,"Human Capital Mgmt& Leadership",NA,NA
"1140",8195074,"202210","202220",1,"Human Capital Mgmt& Leadership",NA,NA
"1141",8195074,"202210","202310",1,"Human Capital Mgmt& Leadership",NA,NA
"1142",8195074,"202210","202320",1,"BA Major","Human Capital Mgmt& Leadership",NA
"1143",8195074,"202210","202410",1,"BA Major","Human Capital Mgmt& Leadership",NA
"1144",8195115,"202210","202210",1,"BA Major",NA,NA
"1145",8195115,"202210","202220",1,"Marketing",NA,NA
"1146",8195115,"202210","202310",1,"Marketing",NA,NA
"1147",8195115,"202210","202320",1,"Marketing",NA,NA
"1148",8195115,"202210","202410",1,"Marketing",NA,NA
"1149",8195153,"202210","202210",1,"Undeclared - Business",NA,NA
"1150",8195153,"202210","202220",1,"Finance",NA,NA
"1151",8195153,"202210","202310",1,"BA Major",NA,NA
"1152",8195153,"202210","202320",1,"BA Major",NA,NA
"1153",8195153,"202210","202410",1,"BA Major",NA,NA
"1154",8195153,"202210","202420",1,"BA Major",NA,NA
"1155",8195188,"202210","202210",1,"BA Major",NA,NA
"1156",8195188,"202210","202220",1,"BA Major",NA,NA
"1157",8195188,"202210","202310",1,"BA Major",NA,NA
"1158",8195188,"202210","202320",1,"BA Major",NA,NA
"1159",8195188,"202210","202410",1,"BA Major",NA,NA
"1160",8195281,"202210","202210",1,"BA Major",NA,NA
"1161",8195281,"202210","202220",1,"BA Major",NA,NA
"1162",8195281,"202210","202310",1,"BA Major",NA,NA
"1163",8195281,"202210","202320",1,"BA Major",NA,NA
"1164",8195281,"202210","202410",1,"BA Major",NA,NA
"1165",8195286,"202210","202210",1,"Finance",NA,NA
"1166",8195286,"202210","202220",1,"Finance",NA,NA
"1167",8195286,"202210","202310",1,"Finance",NA,NA
"1168",8195286,"202210","202320",1,"Accountancy",NA,NA
"1169",8195286,"202210","202410",1,"Accountancy","Finance",NA
"1170",8195542,"202210","202210",1,"Supply Chain & Operations Mgmt",NA,NA
"1171",8195542,"202210","202220",1,"Supply Chain & Operations Mgmt",NA,NA
"1172",8195542,"202210","202310",1,"Supply Chain & Operations Mgmt",NA,NA
"1173",8195542,"202210","202320",1,"Supply Chain & Operations Mgmt",NA,NA
"1174",8195542,"202210","202410",1,"Supply Chain & Operations Mgmt",NA,NA
"1175",8195646,"202210","202210",1,"Business Economics",NA,NA
"1176",8195646,"202210","202220",1,"Business Economics",NA,NA
"1177",8195646,"202210","202310",1,"Business Economics",NA,NA
"1178",8195646,"202210","202320",1,"Business Economics",NA,NA
"1179",8195646,"202210","202410",1,"Business Economics",NA,NA
"1180",8195689,"202210","202210",1,"BA Major",NA,NA
"1181",8195689,"202210","202220",1,"BA Major",NA,NA
"1182",8195689,"202210","202310",1,"Finance",NA,NA
"1183",8195689,"202210","202320",1,"Finance",NA,NA
"1184",8195689,"202210","202410",1,"Finance",NA,NA
"1185",8195763,"202210","202210",1,"Undeclared - Business",NA,NA
"1186",8195763,"202210","202220",1,"Undeclared - Business",NA,NA
"1187",8195763,"202210","202310",1,"Marketing",NA,NA
"1188",8195763,"202210","202320",1,"Marketing",NA,NA
"1189",8195763,"202210","202410",1,"Accountancy",NA,NA
"1190",8195899,"202210","202210",1,"BA Major",NA,NA
"1191",8195899,"202210","202220",1,"BA Major",NA,NA
"1192",8195899,"202210","202310",1,"BA Major",NA,NA
"1193",8195899,"202210","202320",1,"BA Major",NA,NA
"1194",8195899,"202210","202410",1,"BA Major",NA,NA
"1195",8195925,"202210","202210",1,"BA Major",NA,NA
"1196",8195925,"202210","202220",1,"BA Major",NA,NA
"1197",8195925,"202210","202310",1,"BA Major",NA,NA
"1198",8195925,"202210","202320",1,"BA Major",NA,NA
"1199",8195925,"202210","202410",1,"BA Major",NA,NA
"1200",8196019,"202210","202210",1,"Accountancy",NA,NA
"1201",8196019,"202210","202220",1,"Accountancy",NA,NA
"1202",8196019,"202210","202310",1,"Accountancy",NA,NA
"1203",8196019,"202210","202320",1,"Accountancy",NA,NA
"1204",8196019,"202210","202410",1,"Accountancy",NA,NA
"1205",8196029,"202210","202210",1,"Undeclared - Business",NA,NA
"1206",8196029,"202210","202220",1,"Undeclared - Business",NA,NA
"1207",8196029,"202210","202310",1,"Finance",NA,NA
"1208",8196029,"202210","202320",1,"Finance",NA,NA
"1209",8196029,"202210","202410",1,"Finance",NA,NA
"1210",8196045,"202210","202210",1,"Finance",NA,NA
"1211",8196045,"202210","202220",1,"Finance",NA,NA
"1212",8196045,"202210","202310",1,"Finance",NA,NA
"1213",8196045,"202210","202320",1,"Finance",NA,NA
"1214",8196045,"202210","202410",1,"Finance",NA,NA
"1215",8196046,"202210","202210",1,"BA Major",NA,NA
"1216",8196046,"202210","202220",1,"BA Major",NA,NA
"1217",8196046,"202210","202310",1,"BA Major",NA,NA
"1218",8196046,"202210","202320",1,"BA Major",NA,NA
"1219",8196046,"202210","202410",1,"BA Major",NA,NA
"1220",8196079,"202210","202210",1,"Undeclared - Business",NA,NA
"1221",8196079,"202210","202220",1,"Undeclared - Business",NA,NA
"1222",8196079,"202210","202310",1,"Undeclared - Business",NA,NA
"1223",8196079,"202210","202320",1,"Finance",NA,NA
"1224",8196079,"202210","202410",1,"Finance",NA,NA
"1225",8196583,"202210","202210",1,"Undeclared - Business",NA,NA
"1226",8196583,"202210","202220",1,"Undeclared - Business",NA,NA
"1227",8196583,"202210","202310",1,"Undeclared - Business",NA,NA
"1228",8196583,"202210","202320",1,"Accountancy",NA,NA
"1229",8196583,"202210","202410",1,"Accountancy",NA,NA
"1230",8196830,"202210","202210",1,"Finance",NA,NA
"1231",8196830,"202210","202220",1,"Finance",NA,NA
"1232",8196830,"202210","202310",1,"Finance",NA,NA
"1233",8196830,"202210","202320",1,"Finance",NA,NA
"1234",8196830,"202210","202410",1,"Finance",NA,NA
"1235",8196844,"202210","202210",1,"BA Major",NA,NA
"1236",8196844,"202210","202220",1,"BA Major",NA,NA
"1237",8196844,"202210","202310",1,"BA Major",NA,NA
"1238",8196844,"202210","202320",1,"BA Major",NA,NA
"1239",8196844,"202210","202410",1,"Finance",NA,NA
"1240",8196873,"202210","202210",1,"Marketing",NA,NA
"1241",8196873,"202210","202220",1,"Marketing",NA,NA
"1242",8196873,"202210","202310",1,"Finance",NA,NA
"1243",8196873,"202210","202320",1,"Finance",NA,NA
"1244",8196873,"202210","202410",1,"Finance",NA,NA
"1245",8196883,"202210","202210",1,"Marketing",NA,NA
"1246",8196883,"202210","202220",1,"Marketing",NA,NA
"1247",8196883,"202210","202310",1,"Marketing",NA,NA
"1248",8196883,"202210","202320",1,"Marketing",NA,NA
"1249",8196883,"202210","202410",1,"Marketing",NA,NA
"1250",8196920,"202210","202210",1,"BA Major",NA,NA
"1251",8196920,"202210","202220",1,"BA Major",NA,NA
"1252",8196920,"202210","202310",1,"BA Major",NA,NA
"1253",8196920,"202210","202320",1,"BA Major",NA,NA
"1254",8196920,"202210","202410",1,"BA Major",NA,NA
"1255",8197080,"202210","202210",1,"BA Major",NA,NA
"1256",8197080,"202210","202220",1,"BA Major",NA,NA
"1257",8197080,"202210","202310",1,"BA Major",NA,NA
"1258",8197080,"202210","202320",1,"Marketing",NA,NA
"1259",8197080,"202210","202410",1,"Marketing",NA,NA
"1260",8197429,"202210","202210",1,"BA Major",NA,NA
"1261",8197429,"202210","202220",1,"BA Major",NA,NA
"1262",8197429,"202210","202310",1,"BA Major",NA,NA
"1263",8197429,"202210","202320",1,"Accountancy",NA,NA
"1264",8197429,"202210","202410",1,"Accountancy",NA,NA
"1265",8197493,"202210","202210",1,"Business Economics",NA,NA
"1266",8197493,"202210","202220",1,"Business Economics",NA,NA
"1267",8197493,"202210","202310",1,"BA Major",NA,NA
"1268",8197493,"202210","202320",1,"BA Major",NA,NA
"1269",8197493,"202210","202410",1,"BA Major",NA,NA
"1270",8197910,"202210","202210",1,"Finance",NA,NA
"1271",8197910,"202210","202220",1,"Finance",NA,NA
"1272",8197910,"202210","202310",1,"Finance",NA,NA
"1273",8197910,"202210","202320",1,"Finance",NA,NA
"1274",8197910,"202210","202410",1,"Finance",NA,NA
"1275",8197967,"202210","202210",1,"BA Major",NA,NA
"1276",8197967,"202210","202220",1,"Marketing",NA,NA
"1277",8197967,"202210","202310",1,"Supply Chain & Operations Mgmt",NA,NA
"1278",8197967,"202210","202320",1,"Marketing",NA,NA
"1279",8197967,"202210","202410",1,"Marketing",NA,NA
"1280",8198106,"202210","202210",1,"CCA",NA,NA
"1281",8198106,"202210","202220",1,"CCA",NA,NA
"1282",8198106,"202210","202310",1,"CAS",NA,NA
"1283",8198106,"202210","202320",1,"Accountancy",NA,NA
"1284",8198106,"202210","202410",1,"Accountancy",NA,NA
"1285",8198212,"202210","202210",1,"CAS",NA,NA
"1286",8198212,"202210","202220",1,"CAS",NA,NA
"1287",8198212,"202210","202310",1,"CAS",NA,NA
"1288",8198212,"202210","202320",1,"CAS",NA,NA
"1289",8198212,"202210","202410",1,"CAS",NA,NA
"1290",8198301,"202210","202210",1,"Undeclared - Business",NA,NA
"1291",8198301,"202210","202220",1,"Undeclared - Business",NA,NA
"1292",8198301,"202210","202310",1,"Undeclared - Business",NA,NA
"1293",8198301,"202210","202320",1,"BA Major",NA,NA
"1294",8198301,"202210","202410",1,"BA Major",NA,NA
"1295",8198848,"202210","202210",1,"BA Major",NA,NA
"1296",8198848,"202210","202220",1,"BA Major",NA,NA
"1297",8198848,"202210","202310",1,"BA Major",NA,NA
"1298",8198848,"202210","202320",1,"BA Major",NA,NA
"1299",8198848,"202210","202410",1,"BA Major",NA,NA
"1300",8199396,"202210","202210",1,"BA Major",NA,NA
"1301",8199396,"202210","202220",1,"BA Major",NA,NA
"1302",8199396,"202210","202310",1,"BA Major",NA,NA
"1303",8199396,"202210","202320",1,"Marketing",NA,NA
"1304",8199396,"202210","202410",1,"Marketing",NA,NA
"1305",8199444,"202210","202210",1,"Undeclared - Business",NA,NA
"1306",8199444,"202210","202220",1,"Undeclared - Business",NA,NA
"1307",8199444,"202210","202310",1,"Undeclared - Business",NA,NA
"1308",8199444,"202210","202320",1,"BA Major",NA,NA
"1309",8199444,"202210","202410",1,"BA Major",NA,NA
"1310",8199524,"202210","202210",1,"Finance",NA,NA
"1311",8199524,"202210","202220",1,"Finance",NA,NA
"1312",8199524,"202210","202310",1,"BA Major",NA,NA
"1313",8199524,"202210","202320",1,"BA Major",NA,NA
"1314",8199524,"202210","202410",1,"BA Major",NA,NA
"1315",8199785,"202210","202210",1,"CAS",NA,NA
"1316",8199785,"202210","202220",1,"CAS",NA,NA
"1317",8199785,"202210","202310",1,"Supply Chain & Operations Mgmt",NA,NA
"1318",8199785,"202210","202320",1,"Supply Chain & Operations Mgmt",NA,NA
"1319",8199785,"202210","202410",1,"Supply Chain & Operations Mgmt",NA,NA
"1320",8199879,"202210","202210",1,"BA Major",NA,NA
"1321",8199879,"202210","202220",1,"BA Major",NA,NA
"1322",8199879,"202210","202310",1,"BA Major",NA,NA
"1323",8199879,"202210","202320",1,"BA Major",NA,NA
"1324",8199879,"202210","202410",1,"BA Major",NA,NA
"1325",8199970,"202210","202210",1,"Marketing",NA,NA
"1326",8199970,"202210","202220",1,"Marketing",NA,NA
"1327",8199970,"202210","202310",1,"BA Major",NA,NA
"1328",8199970,"202210","202320",1,"BA Major",NA,NA
"1329",8199970,"202210","202410",1,"BA Major",NA,NA
"1330",8200039,"202210","202210",1,"Undeclared - Business",NA,NA
"1331",8200039,"202210","202220",1,"Undeclared - Business",NA,NA
"1332",8200039,"202210","202310",1,"Finance",NA,NA
"1333",8200039,"202210","202320",1,"Finance",NA,NA
"1334",8200039,"202210","202410",1,"Finance",NA,NA
"1335",8200504,"202210","202210",1,"Finance",NA,NA
"1336",8200504,"202210","202220",1,"Finance",NA,NA
"1337",8200504,"202210","202310",1,"Finance",NA,NA
"1338",8200504,"202210","202320",1,"BA Major","Finance",NA
"1339",8200504,"202210","202410",1,"BA Major","Finance",NA
"1340",8200777,"202210","202210",1,"CAS",NA,NA
"1341",8200777,"202210","202220",1,"CAS",NA,NA
"1342",8200777,"202210","202310",1,"BA Major",NA,NA
"1343",8200777,"202210","202320",1,"BA Major",NA,NA
"1344",8200777,"202210","202410",1,"BA Major",NA,NA
"1345",8201100,"202210","202210",1,"BA Major",NA,NA
"1346",8201100,"202210","202220",1,"BA Major",NA,NA
"1347",8201100,"202210","202310",1,"BA Major",NA,NA
"1348",8201100,"202210","202320",1,"BA Major",NA,NA
"1349",8201100,"202210","202410",1,"BA Major","Information&Cybersec Mgt",NA
"1350",8201347,"202210","202210",1,"BA Major",NA,NA
"1351",8201347,"202210","202220",1,"BA Major",NA,NA
"1352",8201347,"202210","202310",1,"BA Major","Finance",NA
"1353",8201347,"202210","202320",1,"BA Major","Finance",NA
"1354",8201347,"202210","202410",1,"BA Major","Finance",NA
"1355",8201387,"202210","202210",1,"Accountancy",NA,NA
"1356",8201387,"202210","202220",1,"Accountancy",NA,NA
"1357",8201387,"202210","202310",1,"Accountancy",NA,NA
"1358",8201387,"202210","202320",1,"Accountancy",NA,NA
"1359",8201387,"202210","202410",1,"Accountancy",NA,NA
"1360",8201493,"202210","202210",1,"Finance",NA,NA
"1361",8201493,"202210","202220",1,"Finance",NA,NA
"1362",8201493,"202210","202310",1,"Finance",NA,NA
"1363",8201493,"202210","202320",1,"Finance",NA,NA
"1364",8201493,"202210","202410",1,"BA Major",NA,NA
"1365",8201526,"202210","202210",1,"EHS",NA,NA
"1366",8201526,"202210","202220",1,"EHS",NA,NA
"1367",8201526,"202210","202310",1,"Finance",NA,NA
"1368",8201526,"202210","202320",1,"Accountancy",NA,NA
"1369",8201526,"202210","202410",1,"Accountancy",NA,NA
"1370",8201706,"202210","202210",1,"BA Major",NA,NA
"1371",8201706,"202210","202220",1,"CEC",NA,NA
"1372",8201706,"202210","202310",1,"CEC",NA,NA
"1373",8201706,"202210","202320",1,"CEC",NA,NA
"1374",8201706,"202210","202410",1,"CEC",NA,NA
"1375",8201733,"202210","202210",1,"BA Major",NA,NA
"1376",8201733,"202210","202220",1,"BA Major",NA,NA
"1377",8201733,"202210","202310",1,"BA Major",NA,NA
"1378",8201733,"202210","202320",1,"Finance",NA,NA
"1379",8201733,"202210","202410",1,"Finance",NA,NA
"1380",8201752,"202210","202210",1,"Human Capital Mgmt& Leadership",NA,NA
"1381",8201752,"202210","202220",1,"Human Capital Mgmt& Leadership",NA,NA
"1382",8201752,"202210","202310",1,"Human Capital Mgmt& Leadership",NA,NA
"1383",8201752,"202210","202320",1,"Human Capital Mgmt& Leadership",NA,NA
"1384",8201752,"202210","202410",1,"Human Capital Mgmt& Leadership",NA,NA
"1385",8202079,"202210","202210",1,"Supply Chain & Operations Mgmt",NA,NA
"1386",8202079,"202210","202220",1,"Supply Chain & Operations Mgmt",NA,NA
"1387",8202079,"202210","202310",1,"Supply Chain & Operations Mgmt",NA,NA
"1388",8202079,"202210","202320",1,"Supply Chain & Operations Mgmt",NA,NA
"1389",8202079,"202210","202410",1,"Supply Chain & Operations Mgmt",NA,NA
"1390",8202241,"202210","202210",1,"BA Major",NA,NA
"1391",8202241,"202210","202220",1,"BA Major",NA,NA
"1392",8202241,"202210","202310",1,"BA Major",NA,NA
"1393",8202241,"202210","202320",1,"BA Major",NA,NA
"1394",8202241,"202210","202410",1,"BA Major",NA,NA
"1395",8202241,"202210","202420",1,"BA Major",NA,NA
"1396",8202349,"202210","202210",1,"BA Major",NA,NA
"1397",8202349,"202210","202220",1,"BA Major",NA,NA
"1398",8202349,"202210","202310",1,"Accountancy",NA,NA
"1399",8202349,"202210","202320",1,"Accountancy",NA,NA
"1400",8202349,"202210","202410",1,"Accountancy",NA,NA
"1401",8202360,"202210","202210",1,"Accountancy",NA,NA
"1402",8202360,"202210","202220",1,"Accountancy",NA,NA
"1403",8202360,"202210","202310",1,"Accountancy",NA,NA
"1404",8202360,"202210","202320",1,"Accountancy",NA,NA
"1405",8202360,"202210","202410",1,"Accountancy",NA,NA
"1406",8202377,"202210","202210",1,"Marketing",NA,NA
"1407",8202377,"202210","202220",1,"Marketing",NA,NA
"1408",8202377,"202210","202310",1,"Marketing",NA,NA
"1409",8202377,"202210","202320",1,"Marketing",NA,NA
"1410",8202377,"202210","202410",1,"Marketing",NA,NA
"1411",8202377,"202210","202420",1,"Marketing",NA,NA
"1412",8202570,"202210","202210",1,"Accountancy",NA,NA
"1413",8202570,"202210","202220",1,"Accountancy",NA,NA
"1414",8202570,"202210","202310",1,"Accountancy",NA,NA
"1415",8202570,"202210","202320",1,"Accountancy",NA,NA
"1416",8202570,"202210","202410",1,"Accountancy",NA,NA
"1417",8202613,"202410","202410",1,"BA Major",NA,NA
"1418",8202624,"202210","202210",1,"BA Major",NA,NA
"1419",8202624,"202210","202220",1,"BA Major",NA,NA
"1420",8202624,"202210","202310",1,"BA Major",NA,NA
"1421",8202624,"202210","202320",1,"Human Capital Mgmt& Leadership",NA,NA
"1422",8202624,"202210","202410",1,"Human Capital Mgmt& Leadership",NA,NA
